RESPNUM_FK,comment_field,comment_group,comment_code,Comment,Sentiment
236,Q10COM1,Q10,19,Long lines / crowded (negatives),Negative
237,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
241,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
269,Q10COM1,Q10,16,Nothing happened to me personally,Positive
272,Q10COM1,Q10,5,Never been an incident at SFO,Positive
274,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
279,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
291,Q10COM1,Q10,16,Nothing happened to me personally,Positive
302,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
304,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
307,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
308,Q10COM1,Q10,16,Nothing happened to me personally,Positive
310,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
311,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
320,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
322,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
328,Q10COM1,Q10,16,Nothing happened to me personally,Positive
330,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
331,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
333,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
342,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
350,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
360,Q10COM1,Q10,5,Never been an incident at SFO,Positive
369,Q10COM1,Q10,16,Nothing happened to me personally,Positive
371,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
374,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
378,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
379,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
385,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
386,Q10COM1,Q10,16,Nothing happened to me personally,Positive
387,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
388,Q10COM1,Q10,5,Never been an incident at SFO,Positive
389,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
390,Q10COM1,Q10,11,Average/OK like other airports,Neutral
391,Q10COM1,Q10,16,Nothing happened to me personally,Positive
392,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
394,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
396,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
397,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
399,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
403,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
404,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
405,Q10COM1,Q10,18,It’s an airport/US/SF — always safe,Positive
406,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
407,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
411,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
412,Q10COM1,Q10,16,Nothing happened to me personally,Positive
413,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
423,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
432,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
435,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
436,Q10COM1,Q10,11,Average/OK like other airports,Neutral
437,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
438,Q10COM1,Q10,5,Never been an incident at SFO,Positive
442,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
445,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
446,Q10COM1,Q10,11,Average/OK like other airports,Neutral
448,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
449,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
450,Q10COM1,Q10,16,Nothing happened to me personally,Positive
451,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
452,Q10COM1,Q10,16,Nothing happened to me personally,Positive
453,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
458,Q10COM1,Q10,18,It’s an airport/US/SF — always safe,Positive
471,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
473,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
474,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
475,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
477,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
478,Q10COM1,Q10,8,No questionable people / no loitering,Positive
479,Q10COM1,Q10,9,Know the airport well / come often,Positive
482,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
485,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
486,Q10COM1,Q10,16,Nothing happened to me personally,Positive
487,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
488,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
490,Q10COM1,Q10,16,Nothing happened to me personally,Positive
493,Q10COM1,Q10,16,Nothing happened to me personally,Positive
494,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
495,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
497,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
742,Q10COM1,Q10,11,Average/OK like other airports,Neutral
503,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
504,Q10COM1,Q10,9,Know the airport well / come often,Positive
505,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
506,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
513,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
515,Q10COM1,Q10,14,Not familiar with SFO / hard to navigate / crowding,Negative
516,Q10COM1,Q10,11,Average/OK like other airports,Neutral
523,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
525,Q10COM1,Q10,16,Nothing happened to me personally,Positive
526,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
527,Q10COM1,Q10,7,Security presence is a sham / theater,Negative
532,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
537,Q10COM1,Q10,16,Nothing happened to me personally,Positive
543,Q10COM1,Q10,16,Nothing happened to me personally,Positive
544,Q10COM1,Q10,11,Average/OK like other airports,Neutral
545,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
546,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
547,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
548,Q10COM1,Q10,16,Nothing happened to me personally,Positive
551,Q10COM1,Q10,11,Average/OK like other airports,Neutral
552,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
553,Q10COM1,Q10,11,Average/OK like other airports,Neutral
554,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
557,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
561,Q10COM1,Q10,16,Nothing happened to me personally,Positive
563,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
568,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
569,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
573,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
579,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
582,Q10COM1,Q10,16,Nothing happened to me personally,Positive
583,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
585,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
586,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
593,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
595,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
596,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
598,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
606,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
613,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
614,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
615,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
618,Q10COM1,Q10,11,Average/OK like other airports,Neutral
619,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
620,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
621,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
622,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
624,Q10COM1,Q10,16,Nothing happened to me personally,Positive
625,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
626,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
627,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
629,Q10COM1,Q10,12,Need more police/security presence,Negative
630,Q10COM1,Q10,11,Average/OK like other airports,Neutral
631,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
632,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
633,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
634,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
646,Q10COM1,Q10,11,Average/OK like other airports,Neutral
647,Q10COM1,Q10,16,Nothing happened to me personally,Positive
653,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
654,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
655,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
658,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
659,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
660,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
661,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
662,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
665,Q10COM1,Q10,16,Nothing happened to me personally,Positive
666,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
668,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
672,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
673,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
674,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
675,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
679,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
683,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
687,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
690,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
692,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
697,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
701,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
706,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
707,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
709,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
710,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
718,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
720,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
725,Q10COM1,Q10,11,Average/OK like other airports,Neutral
726,Q10COM1,Q10,16,Nothing happened to me personally,Positive
727,Q10COM1,Q10,16,Nothing happened to me personally,Positive
728,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
729,Q10COM1,Q10,7,Security presence is a sham / theater,Negative
731,Q10COM1,Q10,16,Nothing happened to me personally,Positive
733,Q10COM1,Q10,5,Never been an incident at SFO,Positive
735,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
737,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
743,Q10COM1,Q10,16,Nothing happened to me personally,Positive
746,Q10COM1,Q10,18,It’s an airport/US/SF — always safe,Positive
750,Q10COM1,Q10,18,It’s an airport/US/SF — always safe,Positive
758,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
761,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
762,Q10COM1,Q10,11,Average/OK like other airports,Neutral
763,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
764,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
767,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
769,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
771,Q10COM1,Q10,16,Nothing happened to me personally,Positive
773,Q10COM1,Q10,16,Nothing happened to me personally,Positive
774,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
777,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
778,Q10COM1,Q10,16,Nothing happened to me personally,Positive
779,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
783,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
786,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
789,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
798,Q10COM1,Q10,7,Security presence is a sham / theater,Negative
802,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
808,Q10COM1,Q10,16,Nothing happened to me personally,Positive
810,Q10COM1,Q10,16,Nothing happened to me personally,Positive
811,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
812,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
815,Q10COM1,Q10,5,Never been an incident at SFO,Positive
816,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
819,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
820,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
821,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
822,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
823,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
826,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
829,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
833,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
839,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
840,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
841,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
844,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
846,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
847,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
852,Q10COM1,Q10,16,Nothing happened to me personally,Positive
853,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
854,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
856,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
857,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
860,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
864,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
865,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
866,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
867,Q10COM1,Q10,9,Know the airport well / come often,Positive
868,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
870,Q10COM1,Q10,11,Average/OK like other airports,Neutral
874,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
887,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
888,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
889,Q10COM1,Q10,16,Nothing happened to me personally,Positive
890,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
896,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
898,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
900,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
903,Q10COM1,Q10,12,Need more police/security presence,Negative
905,Q10COM1,Q10,11,Average/OK like other airports,Neutral
906,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
910,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
911,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
912,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
913,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
914,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
920,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
921,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
922,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
923,Q10COM1,Q10,9,Know the airport well / come often,Positive
924,Q10COM1,Q10,12,Need more police/security presence,Negative
930,Q10COM1,Q10,9,Know the airport well / come often,Positive
931,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
933,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
934,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
946,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
947,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
948,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
